Price,Close,High,Low,Open,Volume
Ticker,EMBASSY.NS,EMBASSY.NS,EMBASSY.NS,EMBASSY.NS,EMBASSY.NS
Date,,,,,
2019-04-01,212.8997802734375,219.7535293582045,208.38697532670355,208.38697532670355,2903200
2019-04-02,211.8307647705078,220.09181385551028,211.09329388177574,215.15278030257912,2668800
2019-04-03,217.91323852539062,219.82120224342793,213.7996343916671,215.35576271205323,244000
2019-04-04,221.91856384277344,224.28659729841277,217.91319531285652,219.75349642428648,793200
2019-04-05,222.331298828125,224.5234355681,221.91859428010605,224.5234355681,147600
2019-04-08,217.3990020751953,223.94830090452913,215.8969914970006,221.91855799602888,105600
2019-04-09,220.86988830566406,221.91858065642754,217.52080390561417,217.8658668425301,56800
2019-04-10,221.90509033203125,221.91861452172552,220.90374280897373,221.24880579854704,132400
2019-04-11,222.4394989013672,222.59511994419452,219.9293895003488,221.89824243106395,268400
2019-04-12,227.92660522460938,230.51114953926884,220.73454606009088,223.27172475043673,239200
2019-04-15,229.39476013183594,229.53008457928405,227.33119651772864,229.3609393437798,90800
2019-04-16,229.24595642089844,236.26211950847113,227.33801348272166,234.75333627897714,146000
2019-04-18,229.2053985595703,232.7439255586189,227.3312761270231,231.76287459009458,125200
2019-04-22,225.36239624023438,228.5490874415837,221.62090358116427,223.7589023360067,43600
2019-04-23,223.41375732421875,225.30142368234732,223.2716811266505,225.29465126659346,21600
2019-04-24,223.14317321777344,223.94830624247842,221.2419822999711,223.94830624247842,28400
2019-04-25,223.91452026367188,225.29473082264707,221.88477699123231,222.60195129568498,43200
2019-04-26,221.4381866455078,224.9360986218098,221.24197238713583,223.9482962083852,51200
2019-04-30,216.7901153564453,223.27175291677537,213.79961794454852,219.9632615763349,751600
2019-05-02,217.5140380859375,219.74676796956868,216.84422944465584,217.18251997421066,1282800
2019-05-03,218.56948852539062,223.2040726053031,217.56816183817355,223.2040726053031,1058000
2019-05-06,219.91592407226562,220.47070487588869,217.18930309558456,217.25019291619137,881200
2019-05-07,222.91993713378906,225.09852899294634,219.95650876009398,221.8982931165485,582800
2019-05-08,229.18507385253906,233.04836677699532,221.32997723880973,224.5572616335982,952000
2019-05-09,226.4720001220703,226.95913934231078,225.30150738031585,226.89822887311612,345200
2019-05-10,227.39895629882812,229.36103774291598,224.62496911695607,224.9970805356618,70400
2019-05-13,224.5369415283203,225.978062415607,223.98891254972037,225.30148139041057,125600
2019-05-14,229.7195281982422,232.4055553847801,219.88880786041784,219.88880786041784,928800
