Date,Close,High,Low,Open,Volume
,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
1996-01-01,33.62295913696289,34.04185233005398,33.62295913696289,33.83784602612867,11000
1996-01-02,33.982025146484375,34.109869485408545,33.633854566165134,33.622973976122616,203500
1996-01-03,33.78074264526367,33.9194655122195,33.620256520883835,33.98202839212431,58000
1996-01-04,33.783447265625,33.89225105618653,33.67464555032316,33.72904640797408,111500
1996-01-05,33.72905349731445,33.94666112417537,33.457045001368364,33.78345436639962,39500
1996-01-08,33.742652893066406,33.81065501330615,33.47064441210742,33.72905163891445,107500
1996-01-09,33.87049865722656,34.00106365477541,33.62025132678988,33.742656401103204,114500
1996-01-10,34.11259078979492,34.16427099938811,33.7317784322252,33.870501288526285,113500
1996-01-11,33.946651458740234,34.16425694838346,33.731764559095126,34.112576760045194,67500
1996-01-12,33.96570587158203,34.1642709362391,33.946665357501765,33.946665357501765,57000
1996-01-15,33.946651458740234,34.05545316593208,33.946651458740234,33.96569196502476,18500
1996-01-16,34.07449722290039,34.10985964915622,33.89225206157796,33.94665499610241,62000
1996-01-17,34.23227310180664,34.327475672300054,33.94666539032639,34.07450765626875,139500
1996-01-18,34.273067474365234,34.32746833866501,33.946658138046686,34.23226578851043,105500
1996-01-19,34.64299392700195,35.04556524260665,34.139778744866256,34.27306229494055,345000
1996-01-22,34.57771682739258,34.65387886557192,34.34106871568401,34.64299827793774,65500
1996-01-23,34.626678466796875,34.87148442538726,34.54507509709348,34.57771686002682,109500
1996-01-24,34.45802307128906,34.545065673440114,34.164253510807015,34.62666902088268,82500
1996-01-25,34.43626403808594,34.54506781633889,33.51143503582497,34.45802520878842,136500
1996-01-26,34.43626403808594,34.43626403808594,34.43626403808594,34.43626403808594,0
1996-01-29,34.74907684326172,34.898682309481366,34.00105366268269,34.43626673451311,169000
1996-01-30,35.00204849243164,35.08909319648645,34.6810804848994,34.74908260349724,46000
1996-01-31,34.97756576538086,35.03468936639691,34.817081775198005,35.00204552987935,84000
1996-02-01,35.24958038330078,35.25230312462332,34.871488735775785,34.977571884346965,214000
1996-02-02,35.886085510253906,38.026795591341674,35.25230925002512,35.249586508229484,95500
1996-02-05,36.98228073120117,37.781982304933095,36.068331924986865,35.88608256153769,216000
