Date,Close,High,Low,Open,Volume
,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS
2002-08-12,443.8223876953125,450.0382564837571,440.5921087333433,440.5921087333433,50600
2002-08-13,437.9001770019531,444.8991343063348,435.84453146291656,444.8991343063348,25600
2002-08-14,425.615234375,439.5152842675985,407.21237918779724,407.21237918779724,105200
2002-08-15,425.615234375,425.615234375,425.615234375,425.615234375,0
2002-08-16,418.6163330078125,431.68433413126945,403.78636695952076,403.78636695952076,143100
2002-08-19,420.5740966796875,422.28712979884256,416.07126079189453,420.9167092781039,68300
2002-08-20,428.4051513671875,433.49531941867235,416.02237374672393,422.97240055331406,53900
2002-08-21,425.76214599609375,435.59983825929623,424.881133660824,435.59983825929623,33600
2002-08-22,419.105712890625,429.4818034616621,418.27366239651377,421.0145328551789,123100
2002-08-23,410.98114013671875,419.8399569696537,409.65965141563106,417.98009833805133,170900
2002-08-26,408.92547607421875,416.0223275440885,405.7441288635875,410.6385091876356,136900
2002-08-27,408.38714599609375,411.1279872955589,407.4572016947057,411.1279872955589,158200
2002-08-28,409.0722961425781,430.70546286564223,404.2758094625233,430.70546286564223,70400
2002-08-29,409.2680358886719,411.078962349602,394.2422842571123,394.2422842571123,77100
2002-08-30,409.6107177734375,411.127963785857,400.3603266390845,409.1702115773529,54900
2002-09-02,407.0166931152344,414.9455959417243,399.919840994703,411.12798491354164,128100
2002-09-03,407.3102722167969,410.14900638184815,403.88420653102963,410.14900638184815,109700
2002-09-04,409.41485595703125,411.1278888271444,404.76519530958143,406.2335091982498,66200
2002-09-05,410.8343505859375,416.0223824651542,409.463900015943,411.12800149497593,82800
2002-09-06,410.2958679199219,411.1279184914538,407.31030808004664,411.1279184914538,43500
2002-09-09,411.0299987792969,411.4705048988381,408.1423326972778,411.12789234729746,52200
2002-09-10,411.0299987792969,411.0299987792969,411.0299987792969,411.0299987792969,0
2002-09-11,410.8832092285156,414.0645562922266,410.1490522138131,411.12792823341647,33700
2002-09-12,411.2257995605469,412.1067819559392,408.4359970810347,411.127905989298,35100
2002-09-13,411.5194091796875,416.02224414977513,409.21904491392223,409.21904491392223,80300
2002-09-16,411.0791015625,414.7988194395695,408.4361236841543,411.12803342683,13100
2002-09-17,404.8141174316406,413.0856307549306,398.64721119655326,413.0856307549306,54100
2002-09-18,392.8719177246094,407.21244621405253,387.34127388883564,401.3391897782729,63100
2002-09-19,375.7904357910156,393.5080947897137,367.6168164047546,392.52921893202785,188200
2002-09-20,369.1341247558594,374.4200488831546,367.0784792972104,367.0784792972104,165500
2002-09-23,363.84820556640625,373.44117800639185,358.51331964571693,367.0784842788911,106400
2002-09-24,372.8049621582031,375.741590406991,363.06513318388585,364.1419028496935,110800
2002-09-25,376.3778381347656,379.21657268187306,370.9940199039692,374.7137369142581,45200
2002-09-26,374.22430419921875,382.7405378342146,371.9729012199528,371.9729012199528,30700
2002-09-27,390.5226135253906,393.5081735396427,371.9729003608563,371.9729003608563,123900
2002-09-30,381.4189758300781,396.4447263720986,379.8527684673573,386.7048995404553,86100
2002-10-01,371.2387390136719,381.76165646758614,360.3732089703938,376.916208109404,137700
2002-10-02,371.2387390136719,371.2387390136719,371.2387390136719,371.2387390136719,0
2002-10-03,360.17742919921875,376.8672527280035,358.46439623227326,376.8672527280035,73400
2002-10-04,358.3664855957031,366.88268830211535,353.1784252190898,359.2963998097262,76300
