Date,Close,High,Low,Open,Volume
,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS
2002-08-12,418.9486999511719,425.08592228124684,418.8243017552063,421.3953074814277,7100
2002-08-13,422.1831970214844,427.11786991436134,417.58028641141925,417.58028641141925,8800
2002-08-14,426.62030029296875,427.1178931244089,416.4192169799737,416.4192169799737,18700
2002-08-15,426.62030029296875,426.62030029296875,426.62030029296875,426.62030029296875,0
2002-08-16,423.800537109375,428.6522451238506,422.9711818508439,427.9473134020303,9400
2002-08-19,425.4591369628906,430.3938095915888,424.67123954825564,427.1178470485159,9100
2002-08-20,434.00152587890625,453.9475064693873,425.70797464628885,428.36192116469033,87200
2002-08-21,431.01593017578125,442.7098188613325,429.60601613784996,439.55827905996233,26000
2002-08-22,435.2869567871094,440.38751034696253,428.40332032749416,432.0939602462665,17700
2002-08-23,466.0146484375,474.3911146546284,443.7049761192765,443.7049761192765,701900
2002-08-26,453.1596374511719,464.43884632836244,439.5581938464859,464.43884632836244,50100
2002-08-27,457.8039855957031,462.7801158739173,452.8278553174889,452.8278553174889,29100
2002-08-28,460.5823059082031,461.9507619860699,448.68108121088653,448.68108121088653,20100
2002-08-29,459.33831787109375,471.0322555599094,454.48661061519164,460.2920965172105,138400
2002-08-30,460.33355712890625,464.3559599018008,458.63338922770424,460.3750147616536,39400
2002-09-02,463.5679931640625,465.68283831651513,461.95074076990016,463.1947732854385,22900
2002-09-03,462.98736572265625,464.85341421862756,461.12131722668494,464.4387367750784,8400
2002-09-04,463.7753601074219,464.438834032076,457.8454511749789,457.8454511749789,7800
2002-09-05,473.7275695800781,479.3671732591651,467.75620366465245,473.5616884619088,974200
2002-09-06,468.91748046875,472.73249438603966,466.09765235956894,472.73249438603966,14500
2002-09-09,464.5218811035156,467.5075905414112,460.83129053168835,464.43896582183663,16800
2002-09-10,464.5218811035156,464.5218811035156,464.5218811035156,464.5218811035156,0
2002-09-11,464.8949279785156,467.3415353148627,461.12137291049453,467.3415353148627,32400
2002-09-12,464.43896484375,465.26832013811384,462.07532250274505,462.07532250274505,13200
2002-09-13,461.9921569824219,464.4387641676236,459.87731201954875,464.4387641676236,1900
2002-09-16,462.9459533691406,464.23144344587735,456.974587474191,456.974587474191,5300
2002-09-17,464.8121643066406,465.22684193549486,459.54572804829564,462.7802338012895,7300
2002-09-18,465.01934814453125,465.2681445149621,461.32870835373916,461.32870835373916,7800
2002-09-19,460.33355712890625,464.43887516729546,458.2187116605906,464.43887516729546,23800
2002-09-20,458.1357116699219,465.26814425731465,456.55991695838094,456.55991695838094,2900
2002-09-23,462.4483642578125,464.43883666286547,456.47704828228564,456.47704828228564,6000
2002-09-24,473.43731689453125,481.02593595975367,458.6333492857652,462.7386669666262,195900
2002-09-25,465.80731201171875,471.9030517468127,463.60950074950495,471.032239016059,16700
2002-09-26,463.7337646484375,466.9267604354667,462.44822419047443,464.5216112261559,4700
2002-09-27,466.5950927734375,471.82006965754533,460.29201515616035,471.82006965754533,58000
2002-09-30,472.732421875,473.89353929946293,467.1757324061895,469.415001370614,151700
2002-10-01,464.9780578613281,469.0418683603941,462.7802461219571,466.92702252089936,7000
2002-10-02,464.9780578613281,464.9780578613281,464.9780578613281,464.9780578613281,0
2002-10-03,467.7562561035156,470.5760835690873,464.4388358474623,464.4388358474623,8900
