Date,Close,High,Low,Open,Volume
,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS
2002-07-01,16.17450523376465,16.305136765241002,15.506826963427773,15.506826963427773,87810
2002-07-02,16.343591690063477,16.534460806732355,15.508994717286416,15.508994717286416,588615
2002-07-03,16.49818229675293,16.546806275509066,15.917593137141075,16.15998907667318,162075
2002-07-04,16.668001174926758,16.93362173930139,16.450280626236214,16.450280626236214,266625
2002-07-05,17.45905303955078,18.143423551764414,16.933620202219167,16.98224416760482,408600
2002-07-08,17.782733917236328,18.04690241805466,17.419865416869424,17.419865416869424,165600
2002-07-09,17.640487670898438,17.882158210917122,17.417687000524488,17.707981507019884,74835
2002-07-10,17.753700256347656,17.85312695877802,17.23407295466398,17.419861966564614,93675
2002-07-11,17.72472381591797,17.879448415987326,16.503879112534225,17.879448415987326,61380
2002-07-12,17.5405330657959,17.928080334646975,17.437384243803887,17.928080334646975,63405
2002-07-15,17.11762237548828,17.78072458956397,16.98500165161367,17.78072458956397,42795
2002-07-16,17.07636070251465,17.4322255174469,16.945950527769465,17.4322255174469,107070
2002-07-17,16.53556251525879,16.9334231863915,16.22390416978156,16.89658472981706,114600
2002-07-18,16.587133407592773,17.191292961505397,15.816460242781494,17.191292961505397,88500
2002-07-19,16.229063034057617,16.70060206501506,15.275668685675795,16.30716101854379,104325
2002-07-22,16.376415252685547,16.601871250633785,15.96381867683394,16.209166652436135,86790
2002-07-23,16.402938842773438,16.69544012587189,16.209165279898674,16.45451323472563,52935
2002-07-24,16.48398780822754,16.896585856928848,15.325032236554964,15.325032236554964,34530
2002-07-25,16.98794937133789,17.388022094835016,16.111181486609976,16.111181486609976,188115
2002-07-26,16.763959884643555,17.264970639601152,16.454512148069547,16.945944400783794,420480
2002-07-29,16.3837890625,17.38802161330955,16.25853631025071,16.847961605369832,235215
2002-07-30,15.855510711669922,16.700597153962114,15.717732607819618,16.474406210454948,70515
2002-07-31,16.14801788330078,16.79859462952103,14.833601195302212,14.833601195302212,247245
2002-08-01,15.985921859741211,16.49135232582157,15.769307999822866,16.49135232582157,36225
2002-08-02,15.97561264038086,16.204014211089277,15.227043071379347,15.227043071379347,18165
2002-08-05,16.221698760986328,16.297587635642916,15.693426357806239,15.693426357806239,95790
2002-08-06,16.211376190185547,16.430199173333417,16.196640247770407,16.196640247770407,72615
2002-08-07,16.395572662353516,16.548085323026164,15.767098576819956,15.767098576819956,64575
2002-08-08,16.511249542236328,16.60187434577599,16.26590152089309,16.40073275733418,130245
2002-08-09,16.51345443725586,16.601868678172718,16.03749450312043,16.03749450312043,62790
2002-08-12,16.38820457458496,16.697652363201733,16.258530800648366,16.258530800648366,31755
2002-08-13,16.479568481445312,16.65123817732225,16.270322544783387,16.270322544783387,64410
2002-08-14,16.435361862182617,18.616232850815322,15.816466136036663,15.816466136036663,71940
2002-08-15,16.435361862182617,16.435361862182617,16.435361862182617,16.435361862182617,0
2002-08-16,16.361682891845703,16.636501385357818,16.277689690107476,16.361682891845703,44520
2002-08-19,15.98813533782959,16.60187354961217,15.744997860585963,16.187064978994666,203220
2002-08-20,16.72712516784668,16.896585731911696,16.06181254072743,16.155384249603753,137910
2002-08-21,16.467042922973633,16.945949922327813,16.356526139322227,16.921635471064047,95760
2002-08-22,16.609237670898438,16.700598832315865,15.973397040015998,16.45746139087988,73305
2002-08-23,16.55324363708496,16.665972347427573,16.45451590086434,16.47956672538492,118755
2002-08-26,16.597455978393555,16.798596194228455,16.408103397089658,16.408103397089658,83790
2002-08-27,16.614395141601562,16.896582973547396,16.601871135693774,16.798590215922186,57975
2002-08-28,16.626920700073242,17.0122573273566,16.60187128273891,17.0122573273566,96015
2002-08-29,16.702808380126953,16.84795446086555,16.46482839230028,16.60187012635137,147930
2002-08-30,16.71238899230957,16.793433874709542,16.651236088726883,16.7005999559056,30945
2002-09-02,16.719757080078125,16.945948063099422,16.555453971390648,16.74922756334647,48225
2002-09-03,16.881851196289062,16.94595101927402,16.454518574623606,16.94079357840508,133830
2002-09-04,16.774282455444336,16.896588293115894,16.70281465416866,16.798595504639522,12720
2002-09-05,17.20897674560547,18.370142589669115,17.093302548637364,17.29002161838799,324420
2002-09-06,17.2701358795166,17.481590968072084,17.093308722356717,17.211193493796642,104160
2002-09-09,16.877426147460938,18.370143765289463,16.749226531750995,18.370143765289463,44100
2002-09-10,16.877426147460938,16.877426147460938,16.877426147460938,16.877426147460938,0
2002-09-11,16.74701499938965,17.11540512998052,16.700598045297944,17.04393735470689,318075
2002-09-12,16.840591430664062,17.166984357585466,16.702813280662433,17.166984357585466,75300
2002-09-13,16.921632766723633,16.995311079148678,16.258530765492086,16.258530765492086,22545
2002-09-16,16.850168228149414,16.990155491187533,16.700601054936715,16.700601054936715,72045
2002-09-17,16.847959518432617,16.91868953327154,16.759545243262433,16.847959518432617,31845
2002-09-18,16.921632766723633,16.945947214101576,16.81111600073453,16.847955859595515,57960
2002-09-19,16.96289825439453,17.043943155103893,16.65639729161749,16.94595177422852,287775
2002-09-20,16.80374526977539,17.682724624242187,16.75438141283387,17.682724624242187,25680
2002-09-23,16.700603485107422,16.933426112234702,16.680710096789248,16.737441948047,18975
2002-09-24,17.1279354095459,17.19129885604878,16.656396358039718,16.72491724535223,503745
2002-09-25,16.805959701538086,16.945948364116123,16.76175327320182,16.921633915088115,10275
2002-09-26,16.828060150146484,18.174157349789716,16.702807457927047,18.174157349789716,7785
2002-09-27,16.892166137695312,17.137514173010416,16.82290887359678,17.137514173010416,15315
2002-09-30,16.78606605529785,17.6827269717989,16.70280924165692,17.6827269717989,27465
2002-10-01,16.707963943481445,16.887001547219015,16.7005959731482,16.702806504777836,12840
2002-10-02,16.707963943481445,16.707963943481445,16.707963943481445,16.707963943481445,0
2002-10-03,16.936372756958008,16.99015769897891,16.700603225101844,16.700603225101844,46560
2002-10-04,17.010053634643555,17.14267436750004,16.730077624955673,16.945953801135914,42345
2002-10-07,16.985002517700195,16.99531740095875,15.963824859210872,15.963824859210872,82650
2002-10-08,16.901744842529297,17.18687825148623,16.405891325179194,16.405891325179194,769245
2002-10-09,16.80374526977539,16.94594443156543,16.719753497017088,16.847953093149613,85935
2002-10-10,16.79637908935547,16.945944819838097,16.7742751771619,16.89658096176553,76920
2002-10-11,16.916479110717773,16.982789466202245,16.754387911365317,16.786070337601856,28455
2002-10-14,16.724910736083984,17.16697772217172,16.67554547443549,17.16697772217172,80130
2002-10-15,16.724910736083984,16.724910736083984,16.724910736083984,16.724910736083984,0
2002-10-16,16.73744010925293,16.94594966520434,16.700601650360465,16.94594966520434,1001205
2002-10-17,16.91427230834961,17.142673894580653,16.808175162872363,17.142673894580653,486090
2002-10-18,16.710176467895508,17.12277301868519,16.6586020747089,17.12277301868519,80985
2002-10-21,16.9491024017334,17.115606475174644,16.67507904490351,16.954328974225866,319500
2002-10-22,16.95135498046875,17.272417751859678,16.525760673884626,17.272417751859678,449505
2002-10-23,16.946868896484375,17.22014469022295,16.6750855959676,16.6750855959676,105795
2002-10-24,16.906551361083984,17.155934483936942,16.77513930673444,16.77513930673444,121560
2002-10-25,16.88191032409668,17.07081468393109,16.675086076141373,17.07081468393109,396735
2002-10-28,16.592952728271484,16.769910014424433,16.4264485911042,16.675085426950123,348720
2002-10-29,16.491411209106445,16.625809681727162,16.43391887727393,16.43391887727393,37365
2002-10-30,16.222610473632812,16.426448299367802,16.077760307747493,16.426448299367802,182820
