Date,Close,High,Low,Open,Volume
,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
2007-10-05,31.768667221069336,34.57921595595695,26.258097754841593,28.358114831039718,855215656
2007-10-08,30.142343521118164,32.842364562586056,29.952867533730647,32.842364562586056,126671715
2007-10-09,32.19498825073242,32.4792000679655,28.53180181972493,30.1581290413598,116725709
2007-10-10,32.4949836730957,33.15814730449772,32.21077191198066,33.03182930053533,67931378
2007-10-11,36.126590728759766,37.895025719197015,32.210773146277624,37.895025719197015,106320954
2007-10-12,35.88975143432617,37.2318667957815,35.05290388911777,35.36869573887197,99410791
2007-10-15,36.363426208496094,36.85290597053951,36.047634471642105,36.631850041461895,41814972
2007-10-16,40.07399368286133,40.70558166934217,36.15817557916718,36.41080734719863,138614496
2007-10-17,43.200340270996094,44.21087171592133,33.50552571118465,36.000282845296496,204876259
2007-10-18,41.68453598022461,47.19510590086267,39.90031274680358,43.89507910065455,146617799
2007-10-19,41.542423248291016,43.23191026835976,39.47398434744406,40.73715157243744,110266491
2007-10-22,40.98979568481445,42.26875103949531,39.63188807977415,40.705583859685525,72253405
2007-10-23,43.910865783691406,44.30560557735708,42.00032261242904,42.00032261242904,74594921
2007-10-24,43.23191833496094,45.31614550173401,42.74243837402412,44.84245342077526,63055170
2007-10-25,43.13717269897461,44.14770825180825,38.100291379170656,41.76347740419165,34522489
2007-10-26,44.431907653808594,45.14243906171045,42.71084097472204,43.895059987891806,62370025
2007-10-29,45.331939697265625,46.42142349717296,44.93719981080672,45.15825586050446,43657697
2007-10-30,46.34247589111328,47.58985137239454,44.589828211274806,45.94773600149227,79921711
2007-10-31,47.305633544921875,48.347749292068166,46.421418016920214,46.579313952863465,44655368
2007-11-01,46.24773406982422,48.83722936507248,45.86878635945735,48.4740695364369,50632492
2007-11-02,47.084571838378906,47.36878791533399,44.210865294417694,44.574029329815666,32001693
2007-11-05,48.04772186279297,49.105624974207366,46.76876283560864,47.05297880822691,38833135
2007-11-06,48.67932891845703,51.75829966139287,48.01616513256904,48.88459277801248,81880281
2007-11-07,47.96879196166992,50.274070655048966,46.89510057411257,49.5793311846064,33593141
2007-11-08,47.14773178100586,48.426691273973724,46.10562044587726,46.73720411157965,27990521
