Price,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,
1998-11-27,2.2517788410186768,2.3511219276537236,1.7948001687922581,2.3511219276537236,21000
1998-11-30,2.125943660736084,2.1855495002131113,2.0530919212513496,2.1524351449480963,132000
1998-12-01,2.2451555728912354,2.2915156718171095,2.132566603312405,2.1789267022382797,123500
1998-12-02,2.2451555728912354,2.27826992926686,2.1987953160636544,2.225286801164154,75500
1998-12-03,2.2451555728912354,2.311384285642484,2.231909672439279,2.27826992926686,102000
1998-12-04,2.2451555728912354,2.258401315441485,2.1855495735134047,2.212041058613904,71000
1998-12-07,2.238532066345215,2.2782692827189774,2.218663300256672,2.238532066345215,26000
1998-12-08,2.145812749862671,2.251778868117005,2.1391898773406335,2.23853312307293,32500
1998-12-09,2.145812749862671,2.2120414750830446,2.1391898773406335,2.1789271124728575,15000
1998-12-10,2.11932110786438,2.16568121219561,2.112698235817061,2.1458125960536543,36000
1998-12-11,2.092829704284668,2.145812682805229,2.066338057122656,2.1325669381750885,37500
1998-12-14,2.1060750484466553,2.1590580168925557,2.0928293063351804,2.1590580168925557,18500
1998-12-15,2.0862069129943848,2.119321275855842,2.0862069129943848,2.119321275855842,8500
1998-12-16,2.0729610919952393,2.092829708985074,2.053092317103673,2.079583964325184,43000
1998-12-17,2.039846181869507,2.0663376661168975,2.0067318265602685,2.0067318265602685,14000
1998-12-18,1.9868632555007935,2.066337709928007,1.9802403842985257,2.0266004827144,72500
1998-12-21,2.019977569580078,2.092829309194423,2.019977569580078,2.0862064381296372,35500
1998-12-22,2.0266003608703613,2.0332232316744463,1.986863136045851,2.0332232316744463,22000
1998-12-23,2.0133543014526367,2.0332229107286164,1.9868628224179974,2.0133543014526367,20000
1998-12-24,1.9868632555007935,2.0266004827144,1.9338802858826512,1.9338802858826512,29000
1998-12-25,1.9868632555007935,1.9868632555007935,1.9868632555007935,1.9868632555007935,0
1998-12-28,1.9868632555007935,2.033223353916668,1.9868632555007935,1.9868632555007935,11000
1998-12-29,2.019977569580078,2.053091924904007,1.9868632142561493,1.993486085320935,24000
1998-12-30,2.258401393890381,2.344498723457722,2.0729608338436263,2.0729608338436263,47000
1998-12-31,2.145812749862671,2.251778868117005,2.125944132296559,2.251778868117005,48500
1999-01-01,2.1656808853149414,2.212040982648733,2.1391894011242036,2.198795240553364,337500
