Price,Close,High,Low,Open,Volume
Ticker,APOLLOHOSP.NS,APOLLOHOSP.NS,APOLLOHOSP.NS,APOLLOHOSP.NS,APOLLOHOSP.NS
Date,,,,,
2002-07-01,53.65165328979492,54.04387266717401,52.47499200775664,52.47499200775664,107294
2002-07-02,54.66317367553711,55.303113931743574,53.67230291094837,53.67230291094837,224240
2002-07-03,53.63100814819336,55.241180839588374,53.30072212926289,54.86959961858861,97578
2002-07-04,53.73422622680664,54.70445877019899,53.5277943069191,54.00259150254179,99150
2002-07-05,54.02324676513672,54.683825261084536,53.30073490094775,54.08517383357437,219024
2002-07-08,56.190757751464844,57.388060082179955,54.14707719071208,54.70444576179025,619238
2002-07-09,55.24117660522461,57.367422613167314,54.8489572629577,57.14034626770705,267182
2002-07-10,53.79615783691406,55.50954019645877,53.69294188031976,55.50954019645877,95100
2002-07-11,53.28007507324219,53.837437427789155,52.76399531914221,53.67229442639783,197056
2002-07-12,52.867218017578125,54.601244952713245,52.144706269621615,53.713590182287675,137764
2002-07-15,51.401546478271484,52.970430281343795,50.61710457673533,52.970430281343795,157412
2002-07-16,51.5047721862793,52.227284020555764,50.78226035200284,52.227284020555764,73214
2002-07-17,50.266170501708984,51.60797792783263,49.41979840373213,51.60797792783263,131692
2002-07-18,52.9910774230957,53.50715723321622,50.575821391810734,50.94739948507774,174322
2002-07-19,53.9613037109375,54.45673906891947,51.81441295981404,53.42457944820604,293544
2002-07-22,52.68141555786133,53.05299357474627,51.60797040344968,51.85568803140613,159256
2002-07-23,52.929141998291016,53.218145420707934,51.628623447513796,51.628623447513796,87750
2002-07-24,51.46348571777344,52.84657915152442,50.988691603228645,52.55757568175016,78882
2002-07-25,52.33048629760742,53.01170904309943,51.607974652472805,52.43370224691237,120256
2002-07-26,49.19272994995117,52.43371064738822,48.924367808783494,52.43371064738822,152200
2002-07-29,45.37373733520508,49.64687751413365,43.371348310769115,43.371348310769115,179162
2002-07-30,46.26139450073242,51.64926571915475,45.20859044948265,51.64926571915475,171770
2002-07-31,42.11211395263672,45.49759636337837,41.90568202149635,45.49759636337837,315748
2002-08-01,40.976741790771484,43.350709199304845,40.46066191935119,43.33006474448741,394458
2002-08-02,39.304630279541016,43.35069655092052,39.05691264351588,43.35069655092052,178858
2002-08-05,39.717491149902344,40.460647153498186,39.42848778733752,40.3780756641655,206692
2002-08-06,38.76789855957031,40.46063894675032,37.6531647802812,39.86198789576341,450892
2002-08-07,41.245094299316406,42.27725380055105,39.51106444730172,39.94457269778059,634818
2002-08-08,40.336788177490234,42.97911687706791,39.92392441661561,41.69923984833669,456654
2002-08-09,40.7290153503418,41.55474296758177,40.04778943613864,40.50193899564045,239952
